run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created	bam_ftp	bam_bytes	bam_md5
ERR7434567	ERP133481	SAMEA11322499	ERS8967340	ERX7004272	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	BUD13_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	259169378	32655341628	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:BUD13_p	E-MTAB-11202:BUD13_	9373321495;10118681306	d433ae919db17984ab826d352c7b2d34;fdfa51596620bc50f04e7590b69a1cae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434567/ERR7434567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434567/ERR7434567_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434567/ERR7434567_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434567/ERR7434567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434567/ERR7434567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434567/ERR7434567_2.fastq.gz	9047383735;9792667358	566986b575710e51618817d5843b6fb8;fde3509c3dd81b0452fa37dc3591a3c8	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434567/BUD13_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434567/BUD13_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434567/BUD13_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434567/BUD13_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434567/BUD13_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434567/BUD13_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:BUD13	ArrayExpress	BUD13		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/007/ERR7434567.bam	18651773452	f06665c0f9e4c6f4aeef218c9cb45316
ERR7434575	ERP133481	SAMEA11322507	ERS8967348	ERX7004280	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	CCDC12_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	213895608	26950846608	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:CCDC12_p	E-MTAB-11202:CCDC12_	7194687654;7339754855	c7e5fdbffc9cb1bcae4be2f356ada14c;c1514f1916da28103b24f203b1f90d32	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434575/ERR7434575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434575/ERR7434575_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/005/ERR7434575/ERR7434575_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/005/ERR7434575/ERR7434575_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434575/ERR7434575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434575/ERR7434575_2.fastq.gz	6920290724;7065882815	049a399888d48fb3518e0003af5561f0;b8e17ed2f99789fee9bd6e75666ec765	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434575/CCDC12_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434575/CCDC12_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434575/CCDC12_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434575/CCDC12_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434575/CCDC12_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434575/CCDC12_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:CCDC12	ArrayExpress	CCDC12		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/005/ERR7434575.bam	13667359293	b197efa03f31813abf927f8b97612f07
ERR7434568	ERP133481	SAMEA11322500	ERS8967341	ERX7004273	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	BUD31_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	264669368	33348340368	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:BUD31_p	E-MTAB-11202:BUD31_	9919862194;9976362172	1472f055dfd7441cf62adaae6673d1f8;57a481d9b7268072c0ebd4d9ed853465	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434568/ERR7434568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434568/ERR7434568_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/008/ERR7434568/ERR7434568_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/008/ERR7434568/ERR7434568_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434568/ERR7434568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434568/ERR7434568_2.fastq.gz	9577608792;9633699787	6edec6d5600b02cd3c856a2c27166628;d8a4f2e55aee158437b9082a1ed87527	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434568/BUD31_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434568/BUD31_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434568/BUD31_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434568/BUD31_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434568/BUD31_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434568/BUD31_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:BUD31	ArrayExpress	BUD31		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/008/ERR7434568.bam	18976145921	0f7dbbda5a828ae6f86024857a8f3713
ERR7434553	ERP133481	SAMEA11322485	ERS8967326	ERX7004258	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	ADAR_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	215886904	27201749904	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:ADAR_p	E-MTAB-11202:ADAR_	7366053371;8151493694	1c8e34ef88c328f45821df9828d22ab3;82fa21b3ad1f107fcf368da68e76195a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434553/ERR7434553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434553/ERR7434553_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434553/ERR7434553_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434553/ERR7434553_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434553/ERR7434553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434553/ERR7434553_2.fastq.gz	7088831088;7869516106	fba490a68a62360d02f0f53e79833513;9d53b584366d9a1a002cdd6ed9cfb1d8	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434553/ADAR_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434553/ADAR_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434553/ADAR_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434553/ADAR_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434553/ADAR_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434553/ADAR_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:ADAR	ArrayExpress	ADAR		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/003/ERR7434553.bam	14715219685	418dab3bd7732e2348a81969f74c4c11
ERR7434579	ERP133481	SAMEA11322511	ERS8967352	ERX7004284	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	CDK10_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	222157850	27991889100	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:CDK10_p	E-MTAB-11202:CDK10_	7964169228;8423725277	c51b0403c61abeb319c894eac0b8995e;c62d4bc8c3cddef1bdcc48a3c39016a0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434579/ERR7434579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434579/ERR7434579_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/009/ERR7434579/ERR7434579_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/009/ERR7434579/ERR7434579_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434579/ERR7434579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434579/ERR7434579_2.fastq.gz	7654408340;8111431220	68e2bce403d36389954b0f31f7977128;fa4d721247b80b67e830686c7feea4a8	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434579/CDK10_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434579/CDK10_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434579/CDK10_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434579/CDK10_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434579/CDK10_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434579/CDK10_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:CDK10	ArrayExpress	CDK10		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/009/ERR7434579.bam	15558450312	0f516f51b7b9f0cc1784d71a1f37e42f
ERR7434571	ERP133481	SAMEA11322503	ERS8967344	ERX7004276	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	CACTIN_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	261553754	32955773004	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:CACTIN_p	E-MTAB-11202:CACTIN_	9444092695;9452076281	4af579ff7edd0abfdef2898a8625b437;b86a6f698fd3213b4858925d0eed0327	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434571/ERR7434571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434571/ERR7434571_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434571/ERR7434571_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434571/ERR7434571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434571/ERR7434571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434571/ERR7434571_2.fastq.gz	9118276626;9126357162	914b9c2f0e4e9c1ec75564c783d8da7f;cd6b9957470556f5df39ef20828ad2cd	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434571/CACTIN_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434571/CACTIN_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434571/CACTIN_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434571/CACTIN_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434571/CACTIN_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434571/CACTIN_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:CACTIN	ArrayExpress	CACTIN		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/001/ERR7434571.bam	17894151550	5f991673cddbb2fd3e357a43e5901fef
ERR7434581	ERP133481	SAMEA11322513	ERS8967354	ERX7004286	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	CFAP20_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	242241624	30522444624	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:CFAP20_p	E-MTAB-11202:CFAP20_	9199887814;9392059623	a72f87e70abbb3660f6d753ed50e4221;8d5e172096b88f6743e47d18eaa6de42	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434581/ERR7434581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434581/ERR7434581_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434581/ERR7434581_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434581/ERR7434581_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434581/ERR7434581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434581/ERR7434581_2.fastq.gz	8902235757;9093007188	93f3c4918e65a7d3d1243ee061f96612;c6c07a697e88c3eb5ce21a58347b384c	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434581/CFAP20_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434581/CFAP20_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434581/CFAP20_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434581/CFAP20_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434581/CFAP20_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434581/CFAP20_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:CFAP20	ArrayExpress	CFAP20		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/001/ERR7434581.bam	17816736681	ff73e568930ffefcc810dc27b16246db
ERR7434573	ERP133481	SAMEA11322505	ERS8967346	ERX7004278	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	CBX3_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	211964328	26707505328	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:CBX3_p	E-MTAB-11202:CBX3_	8082206254;8099869942	e7114ab35e8368b0ab62fad5c9747663;781b691ee7cf2123365dde798914f601	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434573/ERR7434573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434573/ERR7434573_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434573/ERR7434573_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434573/ERR7434573_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434573/ERR7434573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434573/ERR7434573_2.fastq.gz	7805129637;7824307375	0d04971dfefeb75b5137bf97161693e9;645c79cd337cc405e1a9048364388829	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434573/CBX3_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434573/CBX3_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434573/CBX3_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434573/CBX3_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434573/CBX3_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434573/CBX3_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:CBX3	ArrayExpress	CBX3		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/003/ERR7434573.bam	15446840888	d263b31c69f35b5dff02471c5c33e44e
ERR7434554	ERP133481	SAMEA11322486	ERS8967327	ERX7004259	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	ADARB1_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	228876088	28838387088	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:ADARB1_p	E-MTAB-11202:ADARB1_	7853005207;8142991661	f2f6b7a21e3f35fb68b7536ca08ac19f;e27ce6d804a32694623132136c2df249	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434554/ERR7434554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434554/ERR7434554_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/004/ERR7434554/ERR7434554_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/004/ERR7434554/ERR7434554_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434554/ERR7434554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434554/ERR7434554_2.fastq.gz	7566067143;7851597327	254a9cafd57f4f2b0c536b2017f21369;b18cf176c2ae05278c0bed096d600dfb	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434554/ADARB1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434554/ADARB1_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434554/ADARB1_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434554/ADARB1_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434554/ADARB1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434554/ADARB1_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:ADARB1	ArrayExpress	ADARB1		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/004/ERR7434554.bam	15093825606	64ab12ab782fe8d9042e52d5c395aefe
ERR7434577	ERP133481	SAMEA11322509	ERS8967350	ERX7004282	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	CDC40_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	218491126	27529881876	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:CDC40_p	E-MTAB-11202:CDC40_	8318308302;8941644281	3e861d6816f80c3ddd908d1b29a3ca25;6c88fa6a5c5cddb5d4c98e731d1d1ca4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434577/ERR7434577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434577/ERR7434577_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434577/ERR7434577_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434577/ERR7434577_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434577/ERR7434577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434577/ERR7434577_2.fastq.gz	8064524860;8688602894	56112b2addb12754d16f784134229c38;922a36135a1c97803bf9eb28b76b6f86	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434577/CDC40_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434577/CDC40_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434577/CDC40_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434577/CDC40_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434577/CDC40_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434577/CDC40_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:CDC40	ArrayExpress	CDC40		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/007/ERR7434577.bam	16625952485	abe0342f65926425399198a8af9e6d77
ERR7434582	ERP133481	SAMEA11322514	ERS8967355	ERX7004287	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	CHD1_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	219223014	27622099764	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:CHD1_p	E-MTAB-11202:CHD1_	7729673274;7822169838	5ab7e591617ca399c78536f04dc3b537;899e37c8eb02906eaa0bce038bfb6674	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434582/ERR7434582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434582/ERR7434582_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/002/ERR7434582/ERR7434582_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/002/ERR7434582/ERR7434582_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434582/ERR7434582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434582/ERR7434582_2.fastq.gz	7444112454;7538427081	ebed8fba6a931afe4cb91395d2d5b677;1599e2cf07e46431443fe503bac28936	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434582/CHD1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434582/CHD1_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434582/CHD1_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434582/CHD1_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434582/CHD1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434582/CHD1_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:CHD1	ArrayExpress	CHD1		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/002/ERR7434582.bam	14688790618	68743e55db3064bc0a9df580c2f02697
